index,Hit_number,level_0,eval,bitscore,%ID,genus,species,hit_def,align_len,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_1197,1,6728,1.50784e-48,224,95.28,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYP1516 18S ribosomal RNA gene, partial sequence",127,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_1198,1,6729,4.61251e-55,249,99.21,genus_unassigned,species_unassigned,"Uncultured eukaryote clone ST6000.032 18S ribosomal RNA gene, partial sequence",127,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1199,1,4561,3.14203e-57,256,100.0,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate P1-31 small subunit ribosomal RNA gene, partial sequence",128,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1200,1,55,4.61251e-55,249,99.21,Spiniferites,Spiniferites ramosus,"Spiniferites ramosus gene for 18S ribosomal RNA, partial sequence, isolate: KC51",127,Eukaryota,unknown,Dinophyceae,unknown,unknown,Spiniferites,Spiniferites ramosus
ASV_1201,1,4563,1.40864e-55,251,97.74,Prionospio,species_unassigned,"Prionospio ehlersi isolate CP284 18S ribosomal RNA gene, partial sequence",133,Eukaryota,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,unassigned
ASV_1202,1,56,4.41887e-30,156,84.73,Auranticordis,Auranticordis quadriverberis,"Auranticordis quadriverberis isolate 1 small subunit ribosomal RNA gene, partial sequence",131,Eukaryota,Cercozoa,unknown,unknown,unknown,g_,s_
ASV_1203,1,1321,6.69511e-53,240,98.4,Not_Found,phototrophic eukaryote,"Uncultured phototrophic eukaryote clone HE000803.72 18S ribosomal RNA gene, partial sequence",125,Eukaryota,unknown,unknown,unknown,unknown,unknown,phototrophic eukaryote
ASV_1204,1,6730,1.59223e-54,247,99.21,genus_unassigned,species_unassigned,"Uncultured eukaryote clone WS073.008 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1205,1,6731,3.74457e-56,252,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone ST3560.017 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1206,1,6732,9.83787e-26,140,83.33,genus_unassigned,species_unassigned,"Uncultured eukaryote clone Otu0919 small subunit ribosomal RNA gene, partial sequence",120,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_1207,1,4564,2.91081e-51,234,96.85,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate SSB1-32 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_1208,2,4565,1.89663e-53,243,99.19,Duboscquella,species_unassigned,"Uncultured Duboscquella clone 3506 18S ribosomal RNA gene, partial sequence",124,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,unassigned
ASV_1209,4,57,1.66372e-41,199,92.74,Stephanopyxis,Stephanopyxis turris,"Stephanopyxis turris gene for 18S rRNA, partial sequence, strain: p121",124,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,g_,s_
ASV_1210,1,4566,1.93973e-53,242,98.41,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate P1-3 small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1211,1,6734,9.51548e-45,211,99.07,genus_unassigned,species_unassigned,"Uncultured eukaryote clone Otu0366 small subunit ribosomal RNA gene, partial sequence",108,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1212,5,58,7.23511e-40,193,91.27,Protoperidinium,Protoperidinium thulesense,"Protoperidinium thulesense gene for 18S rRNA, isolate: #4",126,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_1213,11,1322,2.02683e-40,194,91.27,Not_Found,Uncultured marine alveolate Group I DH147-EKD18,"Uncultured marine alveolate Group I DH147-EKD18 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1214,2,59,1.60992e-54,246,100.0,Pirsonia,Pirsonia guinardiae,"Pirsonia guinardiae isolate BH65_169 small subunit ribosomal RNA gene, partial sequence",123,Eukaryota,unknown,unknown,Pirsoniales,unknown,Pirsonia,Pirsonia guinardiae
ASV_1215,1,4567,1.08476e-56,254,100.0,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate ZHASHANMATOU1-11 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1216,1,6735,3.17524e-44,208,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone Otu1357 small subunit ribosomal RNA gene, partial sequence",104,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1217,2,4568,9.3782e-51,233,99.16,Cochlodinium,species_unassigned,"Cochlodinium fulvescens 18S ribosomal RNA gene, partial sequence",119,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Cochlodinium,unassigned
ASV_1218,4,60,7.20996e-46,215,95.83,Spirotontonia,Spirotontonia turbinata,"Spirotontonia turbinata small subunit ribosomal RNA gene, partial sequence",120,Eukaryota,Ciliophora,Spirotrichea,unknown,Tontoniidae,Spirotontonia,s_
ASV_1219,1,6736,4.61251e-55,249,99.21,genus_unassigned,species_unassigned,"Thalassionema bacillare strain WK54 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,Bacillariophyta,Fragilariophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1220,1,61,1.29246e-55,250,100.0,Protoceratium,Protoceratium reticulatum,"Protoceratium reticulatum genes for 18S rRNA, ITS1, 5.8S rRNA, ITS2, large subunit ribosomal RNA, partial and complete sequence, country: Canada: British Columbia, Saanich Inlet",125,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Protoceratium,Protoceratium reticulatum
ASV_1221,1,6738,1.59223e-54,247,99.21,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGUH659 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Peridiniales,unassigned,unassigned,unassigned
ASV_1222,4,62,3.46815e-50,230,96.8,Pteridomonas,Pteridomonas danica,Pteridomonas danica ribosomal RNA (rRNA),125,Eukaryota,unknown,Dictyochophyceae,Pedinellales,unknown,Pteridomonas,s_
ASV_1223,3,63,9.30635e-45,211,94.49,Pseudopedinella,Pseudopedinella elastica,Pseudopedinella elastica 18S small-subunit rRNA gene,127,Eukaryota,unknown,Dictyochophyceae,Pedinellales,unknown,g_,s_
ASV_1224,4,64,1.44326e-42,203,91.47,Pirsonia,Pirsonia guinardiae,"Pirsonia guinardiae partial 18S rRNA gene, isolate P844",129,Eukaryota,unknown,unknown,Pirsoniales,unknown,g_,s_
ASV_1225,2,1323,5.61918e-54,244,98.43,Not_Found,uncultured marine picoeukaryote,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_159, clone 1815C03",127,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_1226,1,6739,8.81416e-39,189,95.33,genus_unassigned,species_unassigned,"Uncultured eukaryote clone Otu0287 small subunit ribosomal RNA gene, partial sequence",107,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_1227,3,1324,3.86939e-56,252,100.0,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AA539_O20_MS11_H_23_D",126,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1228,1,6740,1.65525e-47,221,97.46,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYW1048 18S ribosomal RNA gene, partial sequence",118,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1229,1,6741,7.63031e-59,262,100.0,genus_unassigned,species_unassigned,"Uncultured marine eukaryote clone NOR50.52 18S ribosomal RNA gene, partial sequence",131,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1230,2,1325,1.59223e-54,246,100.0,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB525_L07_MLV3_P_41_D",123,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1231,55,1326,2.55336e-39,190,91.67,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB198_K09_MLV2_P_48_S",120,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1232,1,66,9.09993e-58,258,100.0,Bathycoccus,Bathycoccus prasinos,"Bathycoccus prasinos clone G8 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",129,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus prasinos
ASV_1233,9,67,3.74788e-37,182,88.89,Paragymnodinium,Paragymnodinium shiwhaense,"Paragymnodinium shiwhaense 18S rRNA gene (partial), ITS1, 5.8S rRNA gene, ITS2 and 28S rRNA gene (partial)",126,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_1234,1,6742,1.93973e-53,242,98.41,genus_unassigned,species_unassigned,"Acanthostaurus nordgaardi isolate 32 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Acantharea,unassigned,unassigned,unassigned,unassigned
ASV_1235,1,6743,1.08476e-56,254,100.0,genus_unassigned,species_unassigned,"Uncultured Syndiniales clone E2 18S ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_1236,1,6744,2.00439e-53,243,97.67,genus_unassigned,species_unassigned,"Uncultured eukaryote clone NB30_23A9G 18S ribosomal RNA gene, partial sequence",129,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1237,1,6745,4.32002e-49,227,96.03,genus_unassigned,species_unassigned,"Uncultured eukaryote clone ST5900.029 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_1238,18,4569,1.2936e-36,180,89.06,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate ZHASHANMATOU1-11 small subunit ribosomal RNA gene, partial sequence",128,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1239,1,6746,2.75619e-45,213,99.08,genus_unassigned,species_unassigned,"Uncultured eukaryote clone Otu0272 small subunit ribosomal RNA gene, partial sequence",109,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1240,7,4571,1.0022e-37,185,90.83,Cyrtolophosis,species_unassigned,"Cyrtolophosis minor isolate CyrMin small subunit ribosomal RNA gene, partial sequence; macronuclear",120,Eukaryota,Ciliophora,Colpodea,Cyrtolophosidida,Cyrtolophosididae,g_,s_
ASV_1241,27,1327,6.41148e-47,219,95.9,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB208_O08_MLV2_H_48_S",122,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_1242,1,6747,5.80443e-54,245,97.69,genus_unassigned,species_unassigned,"Uncultured eukaryote clone WS073.122 18S ribosomal RNA gene, partial sequence",130,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1243,2,68,1.69562e-47,220,96.67,Protogastrostyla,Protogastrostyla pulchra,"Protogastrostyla pulchra small subunit ribosomal RNA gene, partial sequence",120,Eukaryota,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,Protogastrostyla,s_
ASV_1244,1,6748,1.93973e-53,242,98.41,genus_unassigned,species_unassigned,"Uncultured eukaryote clone WS073.007 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1245,1,6749,1.08476e-56,254,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYP711 18S ribosomal RNA gene, partial sequence",127,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1246,1,6750,1.22411e-49,228,96.83,genus_unassigned,species_unassigned,"Uncultured eukaryote clone ST8360.033 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_1247,14,1328,1.1969e-49,228,96.77,Not_Found,Uncultured marine alveolate Group II DH145-EKD20,"Uncultured marine alveolate Group II DH145-EKD20 18S ribosomal RNA gene, partial sequence",124,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_1248,1,6751,3.54609e-50,231,99.15,genus_unassigned,species_unassigned,"Uncultured Oomycetes isolate 14-236 18S ribosomal RNA gene, partial sequence",118,Eukaryota,unknown,Oomycetes,unassigned,unassigned,unassigned,unassigned
ASV_1249,1,6752,1.55685e-54,246,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone ST8900.074 18S ribosomal RNA gene, partial sequence",123,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_1250,2,4572,1.72044e-41,199,91.34,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate SSB2-16 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1251,1,6754,9.09993e-58,258,100.0,genus_unassigned,species_unassigned,"Uncultured haptophyte clone 897st16-10 18S ribosomal RNA gene, partial sequence",129,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1252,10,4573,3.74788e-37,182,88.89,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate P1-24 small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1253,46,69,7.39589e-40,192,90.62,Corycaeus,Corycaeus speciosus,"Corycaeus speciosus 18S ribosomal RNA gene, partial sequence",128,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Corycaeidae,g_,s_
ASV_1254,19,70,2.18864e-46,216,100.0,Solenicola,Solenicola setigera,"Solenicola setigera isolate FG174 18S ribosomal RNA gene, partial sequence",108,Eukaryota,unknown,unknown,unknown,unknown,Solenicola,Solenicola setigera
ASV_1255,7,71,4.04609e-43,204,93.6,Crustomastix,Crustomastix stigmatica,"Crustomastix stigmatica isolate BH41_44 small subunit ribosomal RNA gene, partial sequence",125,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_1256,24,72,1.14648e-43,207,92.86,Akashiwo,Akashiwo sanguinea,"Akashiwo sanguinea isolate GSW0207 small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_1257,1,6755,5.61918e-54,244,98.43,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYW567 18S ribosomal RNA gene, partial sequence",127,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,unassigned,unassigned,unassigned
ASV_1258,1,73,2.84683e-51,235,97.6,Corethron,Corethron inerme,"Corethron inerme 18S rRNA gene, clone p534",125,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Corethrales,Corethraceae,Corethron,Corethron inerme
ASV_1259,2,4574,2.38934e-52,239,97.64,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate YT6-18 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1260,1,6756,5.49568e-54,244,100.0,genus_unassigned,species_unassigned,"Uncultured marine eukaryote clone FV18_3H10 small subunit ribosomal RNA gene, partial sequence",122,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1261,1,75,1.59223e-54,247,99.21,Bicosoeca,Bicosoeca vacillans,"Bicosoeca vacillans strain ATCC 50063 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,unknown,Bicosoecida,Bicosoecidae,Bicosoeca,Bicosoeca vacillans
ASV_1262,4,4575,7.81079e-46,214,93.7,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate ZHASHANMATOU1-11 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1263,17,1329,8.25525e-33,166,86.92,Not_Found,Uncultured marine alveolate Group II DH148-EKD14,"Uncultured marine alveolate Group II DH148-EKD14 18S ribosomal RNA gene, partial sequence",130,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1264,1,76,1.08476e-56,254,100.0,Stephanopyxis,Stephanopyxis nipponica,"Stephanopyxis nipponica small subunit ribosomal RNA, complete sequence",127,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,Stephanopyxis nipponica
ASV_1265,1,6757,1.59223e-54,247,99.21,genus_unassigned,species_unassigned,"Uncultured eukaryote clone ST8900.064 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Peridiniales,unassigned,unassigned,unassigned
ASV_1266,1,6758,3.86939e-56,253,99.22,genus_unassigned,species_unassigned,"Bathycoccus prasinos ribosomal RNA EukSSU (n/a) (rRNA_EukSSU), rRNA",129,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1267,16,1330,1.29246e-55,250,100.0,Not_Found,Acantharian sp. 6201,"Acantharian sp. 6201 18S ribosomal RNA gene, complete sequence",125,Eukaryota,unknown,unknown,unknown,unknown,unknown,Acantharian sp. 6201
ASV_1268,1,6759,2.20913e-59,264,100.0,genus_unassigned,species_unassigned,"Vannella sp. S98M54F 18S ribosomal RNA gene, partial sequence",132,Eukaryota,unknown,unknown,unknown,Vannellidae,unassigned,unassigned
ASV_1269,2,4576,8.24796e-52,237,97.62,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate ZHASHANMATOU1-37 small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1270,6,1331,4.61251e-55,249,99.21,Not_Found,uncultured marine picoeukaryote,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_143, clone 1809D12",127,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_1271,1,1332,1.08476e-56,254,100.0,Not_Found,Pelagophyceae sp. CCMP3390,"Pelagophyceae sp. CCMP3390 18S ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Pelagophyceae,unknown,unknown,unknown,Pelagophyceae sp. CCMP3390
ASV_1272,1,1333,2.69627e-45,213,94.44,Not_Found,eukaryote clone OLI11027,eukaryote clone OLI11027 18S rRNA gene,126,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1273,1,6761,8.24796e-52,237,97.62,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SCM28C85 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1274,4,77,6.41715e-28,148,85.04,Diplonema,Diplonema sp. ATCC 50224,"Diplonema sp. ATCC 50224 18S ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,unknown,Diplonemea,Diplonemidae,g_,s_
ASV_1275,2,78,1.3967e-42,202,92.06,Apicoporus,Apicoporus parvidiaboli,"Apicoporus parvidiaboli sack morphotype 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_1276,12,4577,1.50784e-48,224,95.28,Fragilariopsis,species_unassigned,"Fragilariopsis curta 18S small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,s_
ASV_1277,1,1334,5.80443e-54,245,97.69,Not_Found,uncultured marine picoeukaryote,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_138, clone 1804A10",130,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_1278,5,4578,4.61251e-55,249,99.21,Bolidomonas,species_unassigned,"Bolidomonas pacifica strain CCMP1866 18S small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Bolidophyceae,Parmales,Triparmaceae,Bolidomonas,unassigned
ASV_1279,1,6762,1.68069e-54,247,97.71,genus_unassigned,species_unassigned,"Uncultured eukaryote clone 08D03P32 small subunit ribosomal RNA gene, partial sequence",131,Eukaryota,unknown,Haptophyta,Prymnesiales,Prymnesiaceae,unassigned,unassigned
ASV_1280,6,1335,6.77034e-53,241,99.19,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB525_L07_MLV3_P_41_D",123,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1281,97,4579,2.09592e-40,194,90.55,Amoebophrya,species_unassigned,"Uncultured Amoebophrya clone 7906 18S ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
